,x,y,t
0,1,0.14788226055984027,0.002704620361328125
1,2,0.14788226055984027,0.0027468204498291016
2,3,0.14788226055984027,0.0027823448181152344
3,4,0.14788226055984027,0.002814769744873047
4,5,0.266893178129453,0.0028600692749023438
5,6,0.266893178129453,0.002893686294555664
6,7,0.266893178129453,0.0029251575469970703
7,8,0.8663564074194716,0.0029566287994384766
8,9,0.8663564074194716,0.0029876232147216797
9,10,0.8663564074194716,0.0030188560485839844
10,11,0.8663564074194716,0.05738401412963867
11,12,0.8663564074194716,0.057437896728515625
12,13,0.8663564074194716,0.05748629570007324
13,14,0.8663564074194716,0.16408014297485352
14,15,0.8663564074194716,0.16413521766662598
15,16,0.8663564074194716,0.1641836166381836
16,17,1.1110243543291112,0.30254387855529785
17,18,1.1110243543291112,0.30260324478149414
18,19,1.1110243543291112,0.30265212059020996
19,20,1.1110243543291112,0.4469301700592041
20,21,1.1110243543291112,0.44698309898376465
21,22,1.1110243543291112,0.44703078269958496
22,23,1.1110243543291112,0.5064857006072998
23,24,1.1110243543291112,0.5065405368804932
24,25,1.1110243543291112,0.5065886974334717
25,26,1.327629439260492,0.6360921859741211
26,27,1.327629439260492,0.6361470222473145
27,28,1.327629439260492,0.6361937522888184
28,29,1.327629439260492,0.7615299224853516
29,30,1.327629439260492,0.7615811824798584
30,31,1.327629439260492,0.7616252899169922
31,32,1.327629439260492,0.8883841037750244
32,33,1.327629439260492,0.8884396553039551
33,34,1.327629439260492,0.8884890079498291
34,35,1.327629439260492,1.1251459121704102
35,36,1.327629439260492,1.125199317932129
36,37,1.327629439260492,1.1252472400665283
37,38,1.327629439260492,1.3216993808746338
38,39,1.327629439260492,1.3217506408691406
39,40,1.327629439260492,1.3217954635620117
40,41,1.327629439260492,1.5773980617523193
41,42,1.327629439260492,1.5774502754211426
42,43,1.327629439260492,1.5774962902069092
43,44,1.327629439260492,1.749269723892212
44,45,1.327629439260492,1.7493219375610352
45,46,1.5347902288015174,1.7493672370910645
46,47,1.5347902288015174,1.9112918376922607
47,48,1.5347902288015174,1.911344051361084
48,49,1.5347902288015174,1.9113905429840088
49,50,1.5347902288015174,2.1377077102661133
