,x,y,t
0,1,0.1410342389570391,0.0014166831970214844
1,2,0.1410342389570391,0.0015406608581542969
2,3,0.17953715805898107,0.0016558170318603516
3,4,0.17953715805898107,0.002499818801879883
4,5,0.34156626328953615,0.0026280879974365234
5,6,0.5791544383116581,0.0027408599853515625
6,7,0.5791544383116581,0.003583192825317383
7,8,0.5791544383116581,0.0036973953247070312
8,9,0.5791544383116581,0.0038084983825683594
9,10,0.5791544383116581,0.004668712615966797
10,11,0.7004854938684,0.004782438278198242
11,12,0.7004854938684,0.004893064498901367
12,13,0.7004854938684,0.06580471992492676
13,14,0.7004854938684,0.06838083267211914
14,15,0.7004854938684,0.0709373950958252
15,16,0.7004854938684,0.1139211654663086
16,17,0.7004854938684,0.11640715599060059
17,18,0.7004854938684,0.11884069442749023
18,19,0.7004854938684,0.17380475997924805
19,20,0.7004854938684,0.17613863945007324
20,21,0.7004854938684,0.17846894264221191
21,22,0.7004854938684,0.30300116539001465
22,23,0.7639249500075573,0.3057117462158203
23,24,0.7639249500075573,0.3083987236022949
24,25,0.7639249500075573,0.3843047618865967
25,26,0.7639249500075573,0.38808178901672363
26,27,0.7639249500075573,0.40232133865356445
27,28,0.7639249500075573,0.4768533706665039
28,29,0.7639249500075573,0.4805021286010742
29,30,0.7639249500075573,0.5040826797485352
30,31,1.0768106055973765,0.587303638458252
31,32,1.0768106055973765,0.5911753177642822
32,33,1.0768106055973765,0.6182253360748291
33,34,1.0768106055973765,0.7251417636871338
34,35,1.0768106055973765,0.7290101051330566
35,36,1.0768106055973765,0.7328784465789795
36,37,1.0768106055973765,0.8625948429107666
37,38,1.0768106055973765,0.8661091327667236
38,39,1.0768106055973765,0.8695619106292725
39,40,1.0768106055973765,0.9515151977539062
40,41,1.0768106055973765,0.9551792144775391
41,42,1.0768106055973765,0.9701728820800781
42,43,1.0768106055973765,1.050926923751831
43,44,1.0768106055973765,1.070587396621704
44,45,1.0768106055973765,1.0744636058807373
45,46,1.0768106055973765,1.13399076461792
46,47,1.0768106055973765,1.1377077102661133
47,48,1.0768106055973765,1.150238275527954
48,49,1.0768106055973765,1.36722731590271
49,50,1.0768106055973765,1.3724548816680908
50,51,1.0768106055973765,1.3901855945587158
51,52,1.0768106055973765,1.460707187652588
52,53,1.0768106055973765,1.4651081562042236
53,54,1.0768106055973765,1.4804422855377197
54,55,1.0768106055973765,1.6193971633911133
55,56,1.0768106055973765,1.623763084411621
56,57,1.0768106055973765,1.6400642395019531
57,58,1.0768106055973765,1.7067673206329346
58,59,1.0768106055973765,1.7195892333984375
59,60,1.0768106055973765,1.7237365245819092
60,61,1.97470383115311,1.8244671821594238
61,62,1.97470383115311,1.8287103176116943
62,63,1.97470383115311,1.8329291343688965
63,64,1.97470383115311,1.9095807075500488
64,65,1.97470383115311,1.9137535095214844
65,66,1.97470383115311,1.9275879859924316
66,67,1.97470383115311,1.9997379779815674
67,68,1.97470383115311,2.0040645599365234
68,69,1.97470383115311,2.0084228515625
69,70,1.97470383115311,2.179342269897461
70,71,1.97470383115311,2.1917176246643066
71,72,1.97470383115311,2.1960389614105225
72,73,1.97470383115311,2.330846071243286
73,74,1.97470383115311,2.343491315841675
74,75,1.97470383115311,2.3485805988311768
75,76,1.97470383115311,2.520996332168579
76,77,1.97470383115311,2.5252153873443604
77,78,1.97470383115311,2.5295283794403076
78,79,1.97470383115311,2.6522109508514404
79,80,1.97470383115311,2.656726121902466
80,81,1.97470383115311,2.6612510681152344
81,82,1.97470383115311,2.8718183040618896
82,83,1.97470383115311,2.876420736312866
83,84,1.97470383115311,2.8809990882873535
84,85,1.97470383115311,3.02182674407959
85,86,1.97470383115311,3.0266542434692383
86,87,1.97470383115311,3.0315637588500977
87,88,1.97470383115311,3.1120927333831787
88,89,1.97470383115311,3.1170096397399902
89,90,1.97470383115311,3.121833324432373
90,91,2.1738188205182207,3.20979380607605
91,92,2.1738188205182207,3.2185986042022705
92,93,2.1738188205182207,3.2228314876556396
93,94,2.1738188205182207,3.3038344383239746
94,95,2.1738188205182207,3.3198013305664062
95,96,2.1738188205182207,3.3247876167297363
96,97,2.1738188205182207,3.5306921005249023
97,98,2.1738188205182207,3.5336947441101074
98,99,2.1738188205182207,3.5365593433380127
99,100,2.1738188205182207,3.7291290760040283
100,101,2.1738188205182207,3.739098310470581
101,102,2.1738188205182207,3.747291088104248
102,103,2.1738188205182207,3.990417957305908
103,104,2.1738188205182207,3.9930436611175537
104,105,2.1738188205182207,3.9956367015838623
105,106,2.1738188205182207,4.178065776824951
106,107,2.1738188205182207,4.180763006210327
107,108,2.1738188205182207,4.18339991569519
108,109,2.1738188205182207,4.2655699253082275
109,110,2.1738188205182207,4.269274473190308
110,111,2.1738188205182207,4.273066997528076
111,112,2.1738188205182207,4.457056999206543
112,113,2.1738188205182207,4.46114706993103
113,114,2.1738188205182207,4.465129137039185
114,115,2.1738188205182207,4.528769254684448
115,116,2.1738188205182207,4.532525300979614
116,117,2.1738188205182207,4.536244630813599
117,118,2.1738188205182207,4.727257251739502
