,x,y,t
0,1,0.09405332855992099,0.0015208721160888672
1,2,0.1262846031875998,0.0016543865203857422
2,3,0.9666675670920135,0.0017778873443603516
3,4,0.9666675670920135,0.002727031707763672
4,5,0.9666675670920135,0.0028510093688964844
5,6,0.9666675670920135,0.002971649169921875
6,7,0.9666675670920135,0.003922462463378906
7,8,0.9666675670920135,0.0040454864501953125
8,9,0.9666675670920135,0.004164934158325195
9,10,0.9666675670920135,0.005114316940307617
10,11,0.9666675670920135,0.005237102508544922
11,12,0.9666675670920135,0.005356311798095703
12,13,0.9666675670920135,0.06892800331115723
13,14,0.9666675670920135,0.07189106941223145
14,15,0.9666675670920135,0.07481837272644043
15,16,0.9666675670920135,0.12661504745483398
16,17,0.9666675670920135,0.12943363189697266
17,18,0.9666675670920135,0.1322190761566162
18,19,0.9666675670920135,0.19571781158447266
19,20,1.521833184090455,0.19803142547607422
20,21,1.521833184090455,0.20034551620483398
21,22,1.521833184090455,0.2855045795440674
22,23,1.521833184090455,0.2880885601043701
23,24,1.521833184090455,0.29065656661987305
24,25,1.667496062333218,0.4072413444519043
25,26,1.667496062333218,0.4109961986541748
26,27,1.667496062333218,0.41459155082702637
27,28,1.667496062333218,0.456071138381958
28,29,1.667496062333218,0.45975732803344727
29,30,1.667496062333218,0.463360071182251
30,31,1.667496062333218,0.5850138664245605
31,32,1.667496062333218,0.588524580001831
32,33,1.667496062333218,0.591942310333252
33,34,1.667496062333218,0.7798464298248291
34,35,1.667496062333218,0.7836804389953613
35,36,1.667496062333218,0.7968969345092773
36,37,1.667496062333218,1.0269718170166016
37,38,1.667496062333218,1.0349421501159668
38,39,1.667496062333218,1.0386059284210205
39,40,1.667496062333218,1.172025203704834
40,41,1.667496062333218,1.175753116607666
41,42,1.667496062333218,1.1839241981506348
42,43,1.667496062333218,1.371912956237793
43,44,1.667496062333218,1.3756232261657715
44,45,1.667496062333218,1.3878095149993896
45,46,1.667496062333218,1.5775837898254395
46,47,1.667496062333218,1.581502914428711
47,48,1.667496062333218,1.6089696884155273
48,49,1.667496062333218,1.8365707397460938
49,50,1.667496062333218,1.840489387512207
50,51,1.667496062333218,1.8564984798431396
51,52,1.667496062333218,2.021501302719116
52,53,1.667496062333218,2.0249922275543213
53,54,1.667496062333218,2.0288681983947754
54,55,1.667496062333218,2.1641290187835693
55,56,1.667496062333218,2.1683154106140137
56,57,1.667496062333218,2.183586359024048
57,58,1.667496062333218,2.369412899017334
58,59,1.667496062333218,2.373204469680786
59,60,1.667496062333218,2.37703013420105
60,61,1.667496062333218,2.6303720474243164
61,62,1.667496062333218,2.6344075202941895
62,63,1.667496062333218,2.638150215148926
63,64,1.8228264226865618,2.8017361164093018
64,65,1.8228264226865618,2.8057138919830322
65,66,1.8228264226865618,2.8096377849578857
66,67,1.8228264226865618,2.8568546772003174
67,68,1.8228264226865618,2.860692262649536
68,69,1.8228264226865618,2.864633321762085
69,70,1.8228264226865618,2.9895341396331787
70,71,1.8228264226865618,2.993488073348999
71,72,1.8228264226865618,3.00819993019104
72,73,1.8228264226865618,3.1997921466827393
73,74,1.8228264226865618,3.2039339542388916
74,75,1.8228264226865618,3.217836856842041
75,76,2.5911446947386856,3.321682929992676
76,77,2.5911446947386856,3.325871229171753
77,78,2.5911446947386856,3.338344097137451
78,79,2.5911446947386856,3.4362924098968506
79,80,2.5911446947386856,3.446275234222412
80,81,2.5911446947386856,3.4569501876831055
81,82,2.5911446947386856,3.550483226776123
82,83,2.5911446947386856,3.5628488063812256
83,84,2.5911446947386856,3.571502208709717
84,85,2.5911446947386856,3.7756574153900146
85,86,2.5911446947386856,3.7801172733306885
86,87,2.5911446947386856,3.7846508026123047
87,88,2.5911446947386856,3.864283561706543
88,89,2.5911446947386856,3.8687829971313477
89,90,2.5911446947386856,3.8783702850341797
90,91,2.5911446947386856,3.9719765186309814
91,92,2.5911446947386856,3.9762558937072754
92,93,2.5911446947386856,3.980771780014038
93,94,2.5911446947386856,4.07196307182312
94,95,2.5911446947386856,4.0762410163879395
95,96,2.5911446947386856,4.080628156661987
96,97,2.5911446947386856,4.336870431900024
97,98,2.5911446947386856,4.341386556625366
98,99,2.5911446947386856,4.3471314907073975
99,100,2.5911446947386856,4.45493483543396
100,101,2.5911446947386856,4.46914529800415
101,102,2.5911446947386856,4.473667144775391
102,103,2.5911446947386856,4.57951807975769
103,104,2.5911446947386856,4.584083080291748
104,105,2.5911446947386856,4.597920894622803
105,106,2.5911446947386856,4.725383043289185
106,107,2.5911446947386856,4.738347768783569
107,108,2.5911446947386856,4.742739200592041
108,109,2.5911446947386856,5.05056357383728
109,110,2.5911446947386856,5.0549986362457275
110,111,2.5911446947386856,5.0593202114105225
111,112,2.5911446947386856,5.190084934234619
112,113,2.5911446947386856,5.194421768188477
113,114,2.5911446947386856,5.198724269866943
114,115,2.5911446947386856,5.306858539581299
115,116,2.5911446947386856,5.311189413070679
116,117,2.5911446947386856,5.3167197704315186
117,118,2.5911446947386856,5.409794092178345
118,119,2.5911446947386856,5.419011116027832
119,120,2.5911446947386856,5.42312479019165
120,121,2.5911446947386856,5.701996088027954
121,122,2.5911446947386856,5.714176893234253
122,123,2.5911446947386856,5.718247652053833
123,124,2.5911446947386856,5.839213609695435
124,125,2.5911446947386856,5.85130500793457
125,126,2.5911446947386856,5.85559606552124
126,127,2.5911446947386856,6.0027196407318115
127,128,2.5911446947386856,6.007268190383911
128,129,2.5911446947386856,6.01174259185791
129,130,2.5911446947386856,6.117932081222534
130,131,2.5911446947386856,6.122157096862793
131,132,2.5911446947386856,6.134493827819824
132,133,2.5911446947386856,6.526058673858643
133,134,2.5911446947386856,6.528715372085571
134,135,2.5911446947386856,6.531383275985718
135,136,2.5911446947386856,6.7496607303619385
136,137,2.5911446947386856,6.752003908157349
137,138,2.5911446947386856,6.754307270050049
138,139,2.5911446947386856,6.872223854064941
139,140,2.5911446947386856,6.8748133182525635
140,141,2.5911446947386856,6.877352952957153
141,142,2.5911446947386856,7.093741178512573
142,143,2.5911446947386856,7.0962278842926025
143,144,2.5911446947386856,7.098821401596069
144,145,2.5911446947386856,7.283689737319946
145,146,2.5911446947386856,7.287550926208496
146,147,2.5911446947386856,7.291453123092651
147,148,2.5911446947386856,7.492210626602173
148,149,2.5911446947386856,7.496304750442505
149,150,2.5911446947386856,7.509870290756226
150,151,2.5911446947386856,7.660129070281982
151,152,2.5911446947386856,7.664308786392212
152,153,2.5911446947386856,7.687509059906006
153,154,2.5911446947386856,7.932939052581787
154,155,2.5911446947386856,7.936850309371948
155,156,2.5911446947386856,7.9500720500946045
156,157,2.5911446947386856,8.288556814193726
157,158,2.5911446947386856,8.291846513748169
158,159,2.5911446947386856,8.295070171356201
159,160,2.8447575117333193,8.375827074050903
160,161,2.8447575117333193,8.378919839859009
161,162,2.8447575117333193,8.381917953491211
162,163,2.8447575117333193,8.570427894592285
163,164,2.8447575117333193,8.57344937324524
164,165,2.8447575117333193,8.576476812362671
165,166,2.8447575117333193,8.778119087219238
166,167,2.8447575117333193,8.781558275222778
167,168,2.8447575117333193,8.784769058227539
168,169,2.8447575117333193,9.085263967514038
169,170,2.8447575117333193,9.098637580871582
170,171,2.8447575117333193,9.103030681610107
171,172,2.8447575117333193,9.219527959823608
172,173,2.8447575117333193,9.223649978637695
173,174,2.8447575117333193,9.237869501113892
174,175,2.8447575117333193,9.357513427734375
175,176,2.8447575117333193,9.36980390548706
176,177,2.8447575117333193,9.373868227005005
177,178,2.8447575117333193,9.501710653305054
