% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=184667, Thu Oct 12 13:55:37 2023, <python>{}</python>
1 21 0.9804233253396447 1.0000498345750346 -1.0435364246368408 -1.0435364246368408e+00 -0.07357337325811386 -0.0007609527092427015   
2 42 0.9634560039467904 1.0000498345750346 -1.1551704406738281 -1.1551704406738281e+00 -0.017379671335220337 -4.766665733768605e-05   
3 63 0.9483912761000701 1.0000498345750346 -1.9136443138122559 -1.9136443138122559e+00 -0.03842026740312576 -1.1205008831893792e-06   
4 84 0.935083803282587 1.008661091037421 -1.9340862035751343 -1.9340862035751343e+00 -0.01988779753446579 -0.0003877582203131169   
5 105 0.9227794110728885 1.008661091037421 -1.9340862035751343 -5.5513888597488403e-01 -0.07161716371774673 -0.00012972709373570979   
6 126 0.9119365846414502 1.008661091037421 -1.9340862035751343 -1.2340660095214844e+00 -0.0632864236831665 -1.7710515749058686e-05   
7 147 0.9019659275236284 1.0100709036439295 -1.9340862035751343 -1.8703966140747070e+00 -0.1895180642604828 -0.00012379935651551932   
8 168 0.8924451999174073 1.0100709036439295 -1.9340862035751343 -1.6448806524276733e+00 -0.03098895028233528 -0.0002848054573405534   
9 189 0.8835797886451636 1.0100709036439295 -1.9340862035751343 -6.2112921476364136e-01 -0.021572206169366837 -0.0005581382429227233   
10 210 0.8753872078888688 1.0117824180224386 -1.9786889553070068 -1.9786889553070068e+00 -0.07783611118793488 -0.00022993914899416268   
11 231 0.8682809689850494 1.0117824180224386 -1.9786889553070068 -7.6809316873550415e-01 -0.06889959424734116 -2.6496229111216962e-05   
12 252 0.8617611513420805 1.0117824180224386 -1.9786889553070068 -1.9539994001388550e+00 -0.04390832781791687 -0.0002537961699999869   
13 273 0.8556821997056979 1.0140744846453569 -1.9786889553070068 -2.4067294597625732e-01 -0.07360780239105225 -0.00039230112452059984   
14 294 0.8498150016876803 1.0140744846453569 -1.9786889553070068 -9.2820501327514648e-01 -0.013329653069376945 -2.879534258681815e-05   
15 315 0.8440485272790442 1.0140744846453569 -1.9786889553070068 -1.5648162364959717e+00 -0.08625684678554535 -0.00015223636000882834   
16 336 0.8385731463482093 1.0165090134182688 -1.9786889553070068 -1.0979460477828979e+00 -0.060922373086214066 -0.0010859715985134244   
17 357 0.8337050013936301 1.0165090134182688 -1.9786889553070068 -1.4472165107727051e+00 -0.09451386332511902 -0.002325644250959158   
18 378 0.8292060231583095 1.0165090134182688 -2.553511381149292 -2.5535113811492920e+00 -0.025710467249155045 -0.0006822986761108041   
19 399 0.8248361108846012 1.0195354149671747 -2.553511381149292 -9.7079092264175415e-01 -0.022445058450102806 -0.001907764351926744   
20 420 0.8205969071544292 1.0195354149671747 -2.553511381149292 -8.6955374479293823e-01 -0.01794874668121338 -4.068151974934153e-05   
21 441 0.8164517705604778 1.0195354149671747 -2.553511381149292 -1.1927434206008911e+00 -0.058316297829151154 -0.0013842826010659337   
22 462 0.8121173738227081 1.0228991466587891 -2.553511381149292 -7.9881733655929565e-01 -0.027864348143339157 -2.842952926584985e-05   
23 483 0.8074986781738673 1.0228991466587891 -2.553511381149292 -1.0622043609619141e+00 -0.075611911714077 -4.931267903884873e-05   
24 504 0.8031604910944149 1.0228991466587891 -2.553511381149292 -1.6531217098236084e+00 -0.100124292075634 -0.0005636608693748713   
25 525 0.7991275682163446 1.026157748059755 -2.553511381149292 -9.0238982439041138e-01 -0.09751027822494507 -0.0005995986866764724   
26 546 0.7954640876285077 1.026157748059755 -2.553511381149292 -2.0420672893524170e+00 -0.0954727977514267 -3.5696550185093656e-05   
27 567 0.7923813794341633 1.026157748059755 -2.553511381149292 -9.2924225330352783e-01 -0.030927492305636406 -2.9526094294851646e-05   
28 588 0.7892102160072605 1.0295393505760853 -2.553511381149292 -7.8147524595260620e-01 -0.051525190472602844 -0.00017556607781443745   
29 609 0.7865313690741412 1.0295393505760853 -2.553511381149292 -1.2617886066436768e+00 -0.043146539479494095 -8.064987923717126e-05   
30 630 0.7839282692890001 1.0295393505760853 -2.553511381149292 -1.5867255926132202e+00 -0.07607608288526535 -0.0020910347811877728   
31 651 0.7811323854912195 1.0332777216910678 -2.553511381149292 -6.2508273124694824e-01 -0.06650721281766891 -0.00013065179518889636   
32 672 0.7786267920250316 1.0332777216910678 -2.553511381149292 -4.6287313103675842e-01 -0.02280183508992195 -0.0005612634704448283   
33 693 0.7763555269885384 1.0332777216910678 -2.553511381149292 -2.0747716426849365e+00 -0.0652734711766243 -6.01423998887185e-05   
34 714 0.7741911123933872 1.0371370422360426 -2.568866014480591 -2.5688660144805908e+00 -0.08328253775835037 -0.0001955956977326423   
35 735 0.7721025578073883 1.0371370422360426 -2.568866014480591 -7.1357381343841553e-01 -0.039859890937805176 -0.00050462776562199   
36 756 0.7695761182413392 1.0371370422360426 -2.568866014480591 -7.5850874185562134e-01 -0.07417405396699905 -0.00046523186028935015   
37 777 0.7672494574773454 1.0411962264163677 -2.568866014480591 -1.0844796895980835e+00 -0.08096104860305786 -9.340341057395563e-05   
38 798 0.7652336892933795 1.0411962264163677 -2.568866014480591 -1.1258968114852905e+00 -0.055321186780929565 -0.000344597123330459   
39 819 0.7630510080257992 1.0411962264163677 -2.568866014480591 -1.0608354806900024e+00 -0.0705176517367363 -9.665393736213446e-05   
40 840 0.7607819443595958 1.045268549651902 -2.568866014480591 -2.2271265983581543e+00 -0.15187425911426544 -0.00034937812597490847   
